serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,"  {'Response': 'The argument ""plate"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,"  {'Response': 'The argument ""plate"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,"  {'Response': 'The argument ""plate"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,"  {'Response': 'The argument ""plate"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,plate,"  The argument ""plate"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,"  {'Response': 'The argument ""plate"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,plate,"  The argument ""plate"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,"  {'Response': 'The argument ""plate"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,plate,"  The argument ""plate"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,"  {'Response': 'The argument ""plate"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,plate,"  The argument ""plate"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,tray,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,tray,"  {'Response': 'The argument ""tray"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,tray,"  The argument ""tray"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,glass,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,glass,"  {'Response': 'The argument ""glass"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,glass,"  The argument ""glass"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,platter,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,platter,  {'Response': 'Platter is a physical object that is used to serve food.'}
serve,platter,  {'Response': 'Perfect fit'}
serve,bucket,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,bucket,"  {'Response': 'The argument ""bucket"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,bucket,"  The argument ""bucket"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,"  {'Response': 'The argument ""plate"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,plate,  {'Response': 'Yes'}
serve,tray,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,tray,"  {'Response': 'The argument ""tray"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,tray,"  The argument ""tray"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,glass,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,glass,"  {'Response': 'The argument ""glass"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,glass,"  The argument ""glass"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,platter,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,platter,  {'Response': 'Platter is a physical object that is used to serve food.'}
serve,platter,  {'Response': 'Perfect fit'}
serve,bucket,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,bucket,"  {'Response': 'The argument ""bucket"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,bucket,"  The argument ""bucket"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
sweep,mop,  {'Response': 'The Instrument role should have the properties of being a tool or device used to perform the action of sweeping.'}
sweep,mop,"  {'Response': 'The argument ""mop"" has the properties of being a tool used for cleaning and sweeping.'}"
sweep,mop,"  The argument ""mop"" fits the Instrument role for the predicate ""sweep"" because it is a tool used to perform the action of sweeping."
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,"  {'Response': 'The argument ""plate"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,plate,  {'Response': 'Yes'}
serve,tray,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,tray,"  {'Response': 'The argument ""tray"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,tray,"  The argument ""tray"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,glass,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,glass,"  {'Response': 'The argument ""glass"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,glass,"  The argument ""glass"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,plate,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,plate,"  {'Response': 'The argument ""plate"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,plate,  {'Response': 'Yes'}
serve,tray,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,tray,"  {'Response': 'The argument ""tray"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,tray,"  The argument ""tray"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,glass,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,glass,"  {'Response': 'The argument ""glass"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,glass,"  The argument ""glass"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
serve,platter,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,platter,  {'Response': 'Platter is a physical object that is used to serve food.'}
serve,platter,  {'Response': 'Perfect fit'}
serve,bucket,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,bucket,"  {'Response': 'The argument ""bucket"" has the properties of being a physical object that is used to perform the action of serving.'}"
serve,bucket,"  The argument ""bucket"" fits the Instrument role for the predicate ""serve"" because it is a physical object that is used to perform the action of serving."
sweep,mop,  {'Response': 'The Instrument role should have the properties of being a tool or device used to perform the action of sweeping.'}
sweep,mop,"  {'Response': 'The argument ""mop"" has the properties of being a tool used for cleaning and sweeping.'}"
sweep,mop,"  The argument ""mop"" fits the Instrument role for the predicate ""sweep"" because it is a tool used to perform the action of sweeping."
serve,a library,  {'Response': 'The Instrument role should have the properties of being a physical object that is used to perform the action of serving.'}
serve,a library,"  {'Response': 'The argument ""a library"" has the properties of being a physical location where books and other resources are stored and made available for use.'}"
